d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,29715.52,29968.94
1_facilities_and_construction,2017-2018,789478.94,813282.38
1_facilities_and_construction,2018-2019,1147653.29,1165649.31
1_facilities_and_construction,2019-2020,1080091.51,1070580.21
1_facilities_and_construction,2020-2021,1241951.98,1183331.37
1_facilities_and_construction,2021-2022,1336427.97,1247016.59
2_professional_services,2017-2018,81818.67,84238.38
2_professional_services,2018-2019,263725.28,268503.83
2_professional_services,2019-2020,69117.59,68987.93
2_professional_services,2020-2021,32938.92,31305.89
2_professional_services,2021-2022,46695.53,43411.65
3_information_technology,2017-2018,71680.89,73729.43
3_information_technology,2018-2019,85946.24,86961.46
3_information_technology,2019-2020,402881.80,397747.26
3_information_technology,2020-2021,163590.67,155449.12
3_information_technology,2021-2022,508896.60,475248.28
4_medical,2018-2019,47068.91,47549.31
4_medical,2020-2021,21741.20,20620.26
4_medical,2021-2022,27594.42,25369.62
6_industrial_products_and_services,2017-2018,3247389.66,3343510.19
6_industrial_products_and_services,2018-2019,5777979.58,5878841.24
6_industrial_products_and_services,2019-2020,2720001.46,2685948.67
6_industrial_products_and_services,2020-2021,3840280.38,3658670.87
6_industrial_products_and_services,2021-2022,5624733.79,5238926.34
9_human_capital,2017-2018,13657.41,14033.77
9_human_capital,2018-2019,29998.51,30254.35
9_human_capital,2019-2020,49436.19,49374.16
9_human_capital,2021-2022,11507.92,10463.81
