d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,437569.58,450808.43
it_consulting_services,2018-2019,364628.67,371234.98
it_consulting_services,2019-2020,369153.96,364723.52
it_consulting_services,2020-2021,219246.71,209056.45
it_consulting_services,2021-2022,148637.84,139006.16
it_other,2017-2018,56314.51,58013.62
it_other,2018-2019,121292.18,123268.29
it_other,2019-2020,25206.79,25164.11
it_other,2020-2021,9040.50,8623.12
it_software_licensing,2017-2018,19808.74,20410.71
it_software_licensing,2018-2019,16542.61,16771.90
it_software_licensing,2019-2020,109669.05,108921.77
it_software_licensing,2020-2021,5608.46,5319.29
it_software_licensing,2021-2022,85732.64,79460.27
