owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2019-2020,388482.31,379615.15
dnd-mdn,2020-2021,6445274.74,6137968.44
dnd-mdn,2021-2022,71400.00,66382.41
phac-aspc,2019-2020,183455.50,179268.10
phac-aspc,2020-2021,1530066.52,1448058.49
phac-aspc,2021-2022,467947.18,435062.50
