d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1831069.32,1880221.07
2018-2019,22408.16,22894.86
2019-2020,9261103.40,9130391.98
2020-2021,14272701.79,13568644.32
2021-2022,14355934.80,11223272.83
