normalized_vendor_name,original_vendor_name
KNAPPETT INDUSTRIES,Knappett Projects Inc.
KNAPPETT INDUSTRIES,Knappett Industries (2006) Ltd
KNAPPETT INDUSTRIES,Knappett Industries (2006) Ltd.
KNAPPETT INDUSTRIES,Knappett Industries Ltd.
KNAPPETT INDUSTRIES,Knappett Industries (2006) Ltd.  0001393680
KNAPPETT INDUSTRIES,Knappett Industries Ltd
KNAPPETT INDUSTRIES,Knappett Industries
KNAPPETT INDUSTRIES,Knappett Industries Ltd (Nanaimo)
KNAPPETT INDUSTRIES,KNAPPETT PROJECTS INC
KNAPPETT INDUSTRIES,KNAPPETT INDUSTRIES LIMITED
KNAPPETT INDUSTRIES,KNAPPETT INDUSTRIES (2006) LTD
KNAPPETT INDUSTRIES,KNAPPETT INDUSTRIES LTD.
KNAPPETT INDUSTRIES,KNAPPETT INDUSTRIES LTD
