d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1108673.95,1139602.81
2018-2019,2624304.06,2654418.83
2019-2020,2480390.55,2460400.21
2020-2021,1313102.53,1254208.16
2021-2022,1482354.90,1373679.23
