d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,433256.46,446925.60
it_consulting_services,2018-2019,300518.83,306277.72
it_consulting_services,2020-2021,726637.48,691805.46
it_consulting_services,2021-2022,1690715.96,1571024.35
it_consulting_services,2022-2023,2369843.48,2121326.19
it_devices_equipment,2020-2021,5253.11,4990.67
it_devices_equipment,2021-2022,11413.00,10610.96
it_devices_equipment,2022-2023,11413.00,10212.40
it_software_licensing,2017-2018,315520.86,324599.61
it_software_licensing,2018-2019,1125959.69,1146145.47
it_software_licensing,2019-2020,1551541.72,1541327.37
it_software_licensing,2020-2021,533584.73,509897.90
