d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,666058.33,683318.08
2_professional_services,2018-2019,807700.82,819452.64
2_professional_services,2019-2020,1403030.96,1390796.86
2_professional_services,2020-2021,1426313.73,1358624.79
2_professional_services,2021-2022,259495.37,244624.87
3_information_technology,2017-2018,748777.32,767784.90
3_information_technology,2018-2019,1284836.03,1304817.13
3_information_technology,2019-2020,841388.95,836583.76
3_information_technology,2020-2021,742353.74,705537.18
3_information_technology,2021-2022,1719542.79,1339556.21
