d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,480676.93,495341.03
it_consulting_services,2018-2019,249750.94,254057.99
it_consulting_services,2019-2020,1848113.20,1827194.30
it_consulting_services,2020-2021,577507.82,550580.59
it_consulting_services,2021-2022,716221.05,667749.48
it_devices_equipment,2017-2018,104538.38,107447.39
it_devices_equipment,2018-2019,625417.66,632327.98
it_devices_equipment,2019-2020,55121.39,54485.65
it_devices_equipment,2020-2021,530677.85,506603.22
it_devices_equipment,2021-2022,357771.82,329308.77
it_other,2017-2018,550999.35,568709.98
it_other,2018-2019,580765.44,592017.98
it_other,2019-2020,187595.17,186798.05
it_other,2020-2021,70190.28,66670.11
it_other,2021-2022,135398.39,125557.70
it_software_licensing,2017-2018,10663756.84,10990564.64
it_software_licensing,2018-2019,154387.11,156999.35
it_software_licensing,2019-2020,252227.52,250221.03
it_software_licensing,2020-2021,354197.11,337703.67
it_software_licensing,2021-2022,359333.73,336256.23
