owner_org,d_fiscal_year,total
aafc-aac,2018-2019,15360
aafc-aac,2019-2020,56486.87252486541
aafc-aac,2020-2021,116471.52819702812
aandc-aadnc,2017-2018,74290
aandc-aadnc,2018-2019,24800
aandc-aadnc,2019-2020,24990
cbsa-asfc,2019-2020,24990
cfia-acia,2017-2018,61418.53333333333
cfia-acia,2019-2020,58631.555328070455
cfia-acia,2020-2021,39229.75467192954
cic,2018-2019,0
cihr-irsc,2019-2020,21000
cnsc-ccsn,2019-2020,53465.5
cnsc-ccsn,2020-2021,109201.336467492
crtc,2017-2018,19000
crtc,2018-2019,47130.58823529412
crtc,2019-2020,47787.05882352941
crtc,2020-2021,5322.35294117647
csc-scc,2017-2018,7299.622641509433
csc-scc,2018-2019,17660.377358490565
dfatd-maecd,2017-2018,27740
dfatd-maecd,2018-2019,40850
dfo-mpo,2017-2018,27543.75
dfo-mpo,2018-2019,158445.50077130567
dfo-mpo,2019-2020,233128.65494298004
dfo-mpo,2020-2021,29613.264285714286
dnd-mdn,2017-2018,48854.81967213115
dnd-mdn,2018-2019,69257.4156219865
dnd-mdn,2019-2020,94014.15548521104
dnd-mdn,2020-2021,65673.53919333879
ec,2017-2018,8373.175182481751
ec,2018-2019,48545.833333333336
ec,2019-2020,10746.666666666668
ec,2020-2021,35625.68974064567
elections,2019-2020,7391.888932038836
elections,2020-2021,29687.55106796117
esdc-edsc,2019-2020,22738.648648648646
esdc-edsc,2020-2021,64601.35135135135
fintrac-canafe,2019-2020,15375
hc-sc,2017-2018,214711.2017894324
hc-sc,2018-2019,450728.67505592376
hc-sc,2019-2020,338041.9723643512
hc-sc,2020-2021,303025.5232975793
ic,2017-2018,101434.05993259903
ic,2018-2019,115340.13226592413
ic,2019-2020,171946.2036817883
ic,2020-2021,166975.93676136128
isc-sac,2018-2019,16000
isc-sac,2019-2020,22500
isc-sac,2020-2021,84259.71869952591
jus,2017-2018,13991.602530991735
jus,2018-2019,31382.147469008265
nrc-cnrc,2017-2018,27373.164410217185
nrc-cnrc,2018-2019,20763.73335336109
nrc-cnrc,2019-2020,37961.425526551335
nrc-cnrc,2020-2021,47779.96417351926
nrcan-rncan,2017-2018,10344.444444444443
nrcan-rncan,2018-2019,62335.5022556391
nrcan-rncan,2019-2020,152096.0977443609
nrcan-rncan,2020-2021,97374.39008905547
pc,2020-2021,14574.45569620253
pco-bcp,2019-2020,6967.8027742335635
pco-bcp,2020-2021,50604.01601330339
phac-aspc,2017-2018,18495.140414682613
phac-aspc,2018-2019,33494.08749229821
phac-aspc,2019-2020,212438.7096304644
phac-aspc,2020-2021,74600.75871184318
ps-sp,2018-2019,20000
pwgsc-tpsgc,2017-2018,31310
pwgsc-tpsgc,2018-2019,27766.46160355405
pwgsc-tpsgc,2019-2020,146466.53839644595
pwgsc-tpsgc,2020-2021,31239.658051099228
rcmp-grc,2017-2018,73392.21428571429
rcmp-grc,2018-2019,101770.29927982304
rcmp-grc,2019-2020,81865.88565321268
rcmp-grc,2020-2021,46833.74772002551
ssc-spc,2017-2018,182171.4247801547
ssc-spc,2018-2019,119968.79695709783
ssc-spc,2019-2020,92038.25656935423
ssc-spc,2020-2021,225963.18415613513
statcan,2019-2020,34440
statcan,2020-2021,13605.2
tc,2017-2018,11875.000000000002
tc,2018-2019,50838
tc,2019-2020,34994
tc,2020-2021,53056.197297297294
