d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,59124.29433962264
1_facilities_and_construction,2018-2019,21224.105660377358
5_transportation_and_logistics,2017-2018,5049130.79
5_transportation_and_logistics,2018-2019,4258184.74
5_transportation_and_logistics,2019-2020,13148954.440000001
5_transportation_and_logistics,2020-2021,3035582.6550000003
