owner_org,d_fiscal_year,total
rcmp-grc,2018-2019,108792.97
rcmp-grc,2019-2020,1614699.3
rcmp-grc,2020-2021,913349.675
tc,2017-2018,5108255.084339622
tc,2018-2019,4170615.8756603776
tc,2019-2020,11534255.14
tc,2020-2021,2122232.98
