d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1530173.18,1570218.62
it_consulting_services,2018-2019,2136177.94,2166172.90
it_consulting_services,2019-2020,6590392.32,6518451.91
it_consulting_services,2020-2021,9512348.36,9044084.63
it_consulting_services,2021-2022,10039590.82,9311621.10
it_other,2020-2021,75119.98,70981.92
it_other,2021-2022,238424.27,221363.82
it_software_licensing,2018-2019,199318.26,201820.39
it_software_licensing,2019-2020,270543.27,269526.54
it_software_licensing,2020-2021,150569.61,143473.52
it_software_licensing,2021-2022,309.58,279.62
