owner_org,d_fiscal_year,total
aafc-aac,2018-2019,207551.04141104294
aafc-aac,2019-2020,79422.70858895706
aandc-aadnc,2017-2018,78312.41282339707
aandc-aadnc,2018-2019,303209.2928233971
aandc-aadnc,2019-2020,125817.73717948717
aandc-aadnc,2020-2021,158981.3814102564
acoa-apeca,2019-2020,11500
acoa-apeca,2020-2021,40914.682835820895
atssc-scdata,2020-2021,26446.04842519685
cbsa-asfc,2017-2018,43868.43243243243
cbsa-asfc,2018-2019,91392.56756756757
ccohs-cchst,2017-2018,15855.453709934383
ccohs-cchst,2018-2019,123132.77881119256
ccohs-cchst,2019-2020,123470.12889012734
ccohs-cchst,2020-2021,82684.09809139822
ced-dec,2017-2018,72652.06834532374
cer-rec,2017-2018,22487.213114754097
cer-rec,2018-2019,63245.2868852459
cfia-acia,2018-2019,67807.01789473684
cfia-acia,2019-2020,80618.48210526316
cic,2017-2018,20250.51621621622
cra-arc,2017-2018,14076.79180887372
cra-arc,2018-2019,14076.79180887372
cra-arc,2019-2020,14115.358361774744
cra-arc,2020-2021,14076.79180887372
csa-asc,2017-2018,265705.4298958333
csa-asc,2018-2019,43198.62447916667
csa-asc,2019-2020,300444.66055037314
csa-asc,2020-2021,84728.59527576709
csps-efpc,2019-2020,521499.1445681383
csps-efpc,2020-2021,758355.3297504799
dfatd-maecd,2017-2018,24577.5
dfatd-maecd,2018-2019,71543.5
dfatd-maecd,2019-2020,42071.240000000005
dfatd-maecd,2020-2021,75678.55003984064
dfo-mpo,2017-2018,78535
dfo-mpo,2019-2020,153094.66
dnd-mdn,2017-2018,2803632.6725214655
dnd-mdn,2018-2019,3459898.9124942212
dnd-mdn,2019-2020,3430446.7177339313
dnd-mdn,2020-2021,4590759.104111253
esdc-edsc,2017-2018,2036095.3972763824
esdc-edsc,2018-2019,1410021.411103865
esdc-edsc,2019-2020,1627798.8840171893
esdc-edsc,2020-2021,1221231.2169960956
fcac-acfc,2017-2018,20010.964912280702
fcac-acfc,2018-2019,4989.035087719299
fin,2017-2018,65070.99514563107
fintrac-canafe,2017-2018,18080
fintrac-canafe,2018-2019,36160
fintrac-canafe,2019-2020,19141.87943262411
fintrac-canafe,2020-2021,68.12056737588652
iaac-aeic,2018-2019,16482.087123287674
iaac-aeic,2019-2020,237177.15346617292
iaac-aeic,2020-2021,89298.02941053941
ic,2017-2018,747642.7886445156
ic,2018-2019,631195.922088074
ic,2019-2020,912646.4159272349
ic,2020-2021,802042.596873198
iic-iac,2019-2020,186019.49915682967
iic-iac,2020-2021,746122.1669477234
infc,2018-2019,960500
isc-sac,2017-2018,49196.565656565654
isc-sac,2018-2019,78973.43434343435
isc-sac,2019-2020,128424.25
lac-bac,2017-2018,24144.75
nrc-cnrc,2017-2018,318982.32284125086
nrc-cnrc,2018-2019,316369.0528677202
nrc-cnrc,2019-2020,104047.8556076959
nrc-cnrc,2020-2021,44600.66201313937
nrcan-rncan,2017-2018,537536.6635016063
nrcan-rncan,2018-2019,471392.3701708074
nrcan-rncan,2019-2020,51281.1425
nserc-crsng,2017-2018,24089.725534246576
nserc-crsng,2018-2019,41475.235
nserc-crsng,2019-2020,17385.509465753425
oag-bvg,2017-2018,275531.7414633002
oag-bvg,2018-2019,212842.72418790782
oag-bvg,2019-2020,157774.37667917408
oag-bvg,2020-2021,1175260.9585751935
opc-cpvp,2020-2021,39416.659999999996
osfi-bsif,2017-2018,25000
osfi-bsif,2018-2019,24986.79
osfi-bsif,2019-2020,75594.13213822895
osfi-bsif,2020-2021,48618.25928725702
pc,2017-2018,234764.58
phac-aspc,2018-2019,403965.77530864195
phac-aspc,2019-2020,535239.7449074074
phac-aspc,2020-2021,762556.831233226
ps-sp,2017-2018,731008.5724381625
ps-sp,2018-2019,1334288.8701705332
ps-sp,2019-2020,7756.467391304348
psic-ispc,2019-2020,36725
pwgsc-tpsgc,2017-2018,1558840.457398513
pwgsc-tpsgc,2018-2019,2884244.2109705503
pwgsc-tpsgc,2019-2020,9446910.26958322
pwgsc-tpsgc,2020-2021,12162528.322914029
rcmp-grc,2017-2018,954186.1702127659
rcmp-grc,2018-2019,23876.329787234044
ssc-spc,2018-2019,2722439.068676167
ssc-spc,2019-2020,14319319.658880414
ssc-spc,2020-2021,10818413.121315166
tbs-sct,2017-2018,86151.4360313316
tbs-sct,2018-2019,421651.59
tbs-sct,2019-2020,39900
tbs-sct,2020-2021,27922.430098684214
tc,2017-2018,1178729.9612136267
tc,2018-2019,352612.2253025433
tc,2019-2020,421311.1859028069
tc,2020-2021,346297.3051948052
