owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2019-2020,20666.56,20174.27
cic,2017-2018,16124.26,16615.94
cic,2018-2019,170814.49,173017.94
cic,2019-2020,103266.90,101192.94
cic,2021-2022,9132.44,8431.60
dfo-mpo,2018-2019,25122.16,25566.14
dfo-mpo,2019-2020,45480.24,44924.00
dnd-mdn,2017-2018,19166.09,19736.16
elections,2017-2018,76781.98,78973.50
elections,2018-2019,771981.52,781938.68
elections,2019-2020,1713679.51,1700377.21
elections,2020-2021,238097.60,227534.58
lac-bac,2017-2018,7420.17,7627.71
lac-bac,2018-2019,17936.17,18264.02
lac-bac,2019-2020,46333.21,46060.43
lac-bac,2020-2021,10516.00,10025.33
nrcan-rncan,2017-2018,19002.08,19634.48
pc,2017-2018,22983.90,23711.46
pc,2018-2019,54662.90,55894.23
pc,2019-2020,25266.53,25156.96
pch,2017-2018,17606.53,18163.87
pch,2019-2020,28018.35,27350.93
pwgsc-tpsgc,2017-2018,44478.93,45842.18
pwgsc-tpsgc,2018-2019,11089.27,11372.27
rcmp-grc,2017-2018,16673.23,17194.19
