d_fiscal_year,total,total_constant_2019_dollars
2017-2018,827946.53,852942.01
2018-2019,1374793.38,1397941.21
2019-2020,1800510.33,1782655.32
2020-2021,1831933.69,1743306.21
2021-2022,2091399.88,1936693.21
2022-2023,2045119.81,1832645.94
