d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,647374.01,663610.48
1_facilities_and_construction,2018-2019,1369035.33,1387864.20
1_facilities_and_construction,2019-2020,1701526.41,1684930.39
1_facilities_and_construction,2020-2021,1772293.82,1684311.66
1_facilities_and_construction,2021-2022,1858970.66,1722911.89
11_defence,2019-2020,89958.49,87781.45
11_defence,2020-2021,84264.91,79544.39
2_professional_services,2017-2018,213299.02,218750.84
2_professional_services,2018-2019,21036.77,21416.25
2_professional_services,2019-2020,58280.53,57659.97
2_professional_services,2020-2021,43917.63,41751.18
6_industrial_products_and_services,2018-2019,28595.68,28998.47
