d_fiscal_year,total,total_constant_2019_dollars
2017-2018,480228.73,492279.71
2018-2019,765430.08,777333.65
2019-2020,767527.15,761050.00
2020-2021,765430.08,727671.63
2021-2022,765430.08,710659.73
