d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,71408.16,73615.46
it_consulting_services,2018-2019,23867.93,24482.67
it_consulting_services,2019-2020,544199.39,536877.71
it_consulting_services,2020-2021,2441081.84,2316681.93
it_consulting_services,2021-2022,6384724.36,5933065.39
it_consulting_services,2022-2023,5203052.67,4656027.83
it_devices_equipment,2017-2018,86530.77,89447.64
it_devices_equipment,2018-2019,58459.30,59543.07
it_devices_equipment,2019-2020,63579.82,63072.65
it_devices_equipment,2020-2021,86175.61,82218.95
it_devices_equipment,2021-2022,83940.69,77410.72
it_devices_equipment,2022-2023,71119.92,63583.38
it_other,2017-2018,2764.92,2843.88
it_other,2018-2019,24088.33,24454.37
it_other,2019-2020,43257.75,42912.69
it_other,2020-2021,43139.56,41082.70
it_other,2021-2022,43139.56,40107.96
it_other,2022-2023,43139.56,38601.46
it_software_licensing,2020-2021,15232.31,14397.41
it_software_licensing,2021-2022,21279.38,19499.61
it_software_licensing,2022-2023,31942.77,28694.80
