owner_org,d_fiscal_year,total
aafc-aac,2017-2018,2764.917073170732
aafc-aac,2018-2019,12151.08292682927
cas-satj,2020-2021,53704.82
cic,2017-2018,79222.35
cic,2018-2019,25933.738906198192
cic,2019-2020,62088.22100552134
cic,2020-2021,61918.58105741882
cra-arc,2019-2020,702548.6484790874
cra-arc,2020-2021,2432421.3917909428
crtc,2017-2018,3864.6
crtc,2018-2019,8678.4
ec,2017-2018,55895.57255574614
ec,2018-2019,78951.26239279588
ec,2019-2020,103887.19722126929
ec,2020-2021,61829.16105599513
ic,2018-2019,3982.163321167883
ic,2019-2020,3993.0733576642338
ic,2020-2021,3982.163321167883
lac-bac,2017-2018,15628.461538461539
lac-bac,2018-2019,85956.53846153847
nrc-cnrc,2020-2021,34160.569824561404
pco-bcp,2020-2021,22769.5
pwgsc-tpsgc,2017-2018,266948.67050232884
pwgsc-tpsgc,2018-2019,89226.6789076277
pwgsc-tpsgc,2019-2020,19210.35174200267
pwgsc-tpsgc,2020-2021,81170.93578596911
statcan,2020-2021,15232.306369168358
