owner_org,d_fiscal_year,total
cfia-acia,2019-2020,78723.25
csa-asc,2017-2018,201214.01
csa-asc,2018-2019,29425.62
csa-asc,2019-2020,16745.58
csa-asc,2020-2021,15098.47
csc-scc,2017-2018,43124.88
csc-scc,2018-2019,698695.10
csc-scc,2019-2020,26583.34
csc-scc,2020-2021,26774.99
dfatd-maecd,2017-2018,21049.60
dfatd-maecd,2018-2019,11063.10
dfatd-maecd,2019-2020,8879.73
dfatd-maecd,2020-2021,8855.47
dfo-mpo,2017-2018,14207.70
dfo-mpo,2018-2019,10095.33
dfo-mpo,2019-2020,10122.99
dfo-mpo,2020-2021,34641.39
dnd-mdn,2017-2018,228262.22
dnd-mdn,2018-2019,428172.85
dnd-mdn,2019-2020,304187.04
dnd-mdn,2020-2021,281133.95
ec,2017-2018,18287.58
ec,2018-2019,28113.23
ec,2019-2020,9080.05
ec,2020-2021,8743.34
hc-sc,2017-2018,10370.21
hc-sc,2018-2019,10370.21
hc-sc,2019-2020,28566.49
hc-sc,2020-2021,31840.21
ic,2020-2021,217141.93
isc-sac,2019-2020,11684.66
isc-sac,2020-2021,15565.33
nrc-cnrc,2017-2018,7975.83
nrc-cnrc,2018-2019,20539.28
nrc-cnrc,2019-2020,20622.78
nrc-cnrc,2020-2021,18617.18
nrcan-rncan,2017-2018,185565.75
nrcan-rncan,2018-2019,113703.89
nrcan-rncan,2019-2020,33060.51
nrcan-rncan,2020-2021,32970.18
pc,2017-2018,6795.68
pc,2018-2019,132843.14
pc,2019-2020,91559.55
pc,2020-2021,40559.20
pwgsc-tpsgc,2017-2018,984583.57
pwgsc-tpsgc,2018-2019,1200172.87
pwgsc-tpsgc,2019-2020,1883764.73
pwgsc-tpsgc,2020-2021,1369126.97
rcmp-grc,2017-2018,4429.63
rcmp-grc,2018-2019,4429.63
rcmp-grc,2019-2020,4441.77
rcmp-grc,2020-2021,4429.63
tc,2019-2020,542320.43
tc,2020-2021,16189.03
