d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,942271.82,966916.24
1_facilities_and_construction,2018-2019,1382497.05,1401345.03
1_facilities_and_construction,2019-2020,1931804.25,1921797.73
1_facilities_and_construction,2020-2021,1488496.70,1413546.02
1_facilities_and_construction,2021-2022,440531.67,346864.58
10_office_management,2017-2018,40641.10,41650.25
10_office_management,2018-2019,760967.00,774168.81
10_office_management,2019-2020,5069.64,5005.33
10_office_management,2020-2021,6904.55,6563.95
10_office_management,2021-2022,1721.41,1627.70
11_defence,2017-2018,70892.34,72729.39
11_defence,2018-2019,55742.74,56696.16
2_professional_services,2017-2018,241772.69,247744.34
2_professional_services,2018-2019,178325.56,181596.75
2_professional_services,2019-2020,343095.23,342640.72
2_professional_services,2020-2021,121259.16,115277.48
2_professional_services,2021-2022,4955.40,4166.11
5_transportation_and_logistics,2019-2020,526087.05,519748.47
6_industrial_products_and_services,2017-2018,430288.70,440792.42
6_industrial_products_and_services,2018-2019,310091.88,315464.76
6_industrial_products_and_services,2019-2020,264286.73,261396.32
6_industrial_products_and_services,2020-2021,505026.86,479972.55
6_industrial_products_and_services,2021-2022,356448.06,292049.71
