owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,18900.00,17556.85
cfia-acia,2019-2020,78723.25,77250.62
csa-asc,2017-2018,201214.01,207678.09
csa-asc,2018-2019,29425.62,30102.22
csa-asc,2019-2020,16745.58,16574.92
csa-asc,2020-2021,15098.47,14428.22
csc-scc,2017-2018,43124.88,44407.86
csc-scc,2018-2019,698695.10,714681.40
csc-scc,2019-2020,26583.34,26345.19
csc-scc,2020-2021,26774.99,25406.49
csc-scc,2021-2022,102359.30,95259.73
csc-scc,2022-2023,93048.57,83260.25
dfatd-maecd,2017-2018,21049.60,21703.15
dfatd-maecd,2018-2019,11063.10,11254.14
dfatd-maecd,2019-2020,8879.73,8808.90
dfatd-maecd,2020-2021,8855.47,8433.25
dfatd-maecd,2021-2022,8831.21,8211.23
dfatd-maecd,2022-2023,16001.21,14160.20
dfo-mpo,2017-2018,14207.70,14646.87
dfo-mpo,2018-2019,10095.33,10288.79
dfo-mpo,2019-2020,10122.99,10042.24
dfo-mpo,2020-2021,34641.39,33253.64
dnd-mdn,2017-2018,228262.22,235284.92
dnd-mdn,2018-2019,428172.85,436047.52
dnd-mdn,2019-2020,304187.04,303337.76
dnd-mdn,2020-2021,281133.95,266844.74
dnd-mdn,2021-2022,388013.37,360745.99
dnd-mdn,2022-2023,388013.37,347195.99
ec,2017-2018,18197.38,18759.88
ec,2018-2019,28023.03,28529.08
ec,2019-2020,8989.60,8917.89
ec,2020-2021,8653.14,8231.37
ec,2021-2022,10688.69,9937.55
ec,2022-2023,10688.69,9564.28
hc-sc,2017-2018,10370.21,10690.76
hc-sc,2018-2019,10370.21,10568.93
hc-sc,2019-2020,28566.49,28325.75
hc-sc,2020-2021,31840.21,30106.42
hc-sc,2021-2022,8438.22,7894.96
ic,2020-2021,217141.93,206403.21
isc-sac,2019-2020,11684.66,11548.20
isc-sac,2020-2021,15565.33,14823.19
isc-sac,2021-2022,15565.33,14471.49
isc-sac,2022-2023,15565.33,13927.93
nrc-cnrc,2017-2018,7975.83,8210.12
nrc-cnrc,2018-2019,20539.28,20877.77
nrc-cnrc,2019-2020,20622.78,20515.14
nrc-cnrc,2020-2021,18617.18,17706.75
nrc-cnrc,2021-2022,97652.25,91806.27
nrc-cnrc,2022-2023,7719.97,6907.87
nrcan-rncan,2017-2018,185565.75,191010.69
nrcan-rncan,2018-2019,113703.89,116491.03
nrcan-rncan,2019-2020,33060.51,32796.79
nrcan-rncan,2020-2021,32970.18,31398.19
nrcan-rncan,2021-2022,32970.18,30653.23
nrcan-rncan,2022-2023,32970.18,29501.86
pc,2017-2018,36728.12,37851.73
pc,2018-2019,132843.14,134970.91
pc,2019-2020,91559.55,91206.11
pc,2020-2021,40559.20,38625.36
pc,2021-2022,13860.31,12945.36
pc,2022-2023,5178.83,4655.24
pwgsc-tpsgc,2017-2018,984583.57,1014412.85
pwgsc-tpsgc,2018-2019,1200172.87,1220285.99
pwgsc-tpsgc,2019-2020,1883764.73,1875258.40
pwgsc-tpsgc,2020-2021,1369126.97,1303296.86
pwgsc-tpsgc,2021-2022,85233.24,79243.53
pwgsc-tpsgc,2022-2023,82396.80,73738.69
rcmp-grc,2017-2018,4429.63,4566.56
rcmp-grc,2018-2019,4429.63,4514.52
rcmp-grc,2019-2020,4441.77,4406.34
rcmp-grc,2020-2021,4429.63,4218.43
rcmp-grc,2021-2022,1856.80,1752.49
tc,2019-2020,542320.43,536243.24
tc,2020-2021,16189.03,15417.14
tc,2021-2022,16189.03,15051.35
