d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1755708.89,1800452.47
2018-2019,2687534.04,2729179.92
2019-2020,3070252.46,3050498.89
2020-2021,2121597.07,2015274.24
2021-2022,800557.95,744520.02
