d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,265746.50,273910.08
it_consulting_services,2018-2019,154123.24,157085.07
it_devices_equipment,2018-2019,126268.02,127731.42
it_devices_equipment,2019-2020,393867.48,390725.61
it_devices_equipment,2020-2021,407995.63,388389.95
it_devices_equipment,2021-2022,379300.16,353211.56
it_devices_equipment,2022-2023,90009.83,80541.18
it_software_licensing,2017-2018,875597.91,902663.59
it_software_licensing,2018-2019,910596.54,927775.74
it_software_licensing,2019-2020,983860.42,976012.19
it_software_licensing,2020-2021,981172.28,934390.66
it_software_licensing,2021-2022,981172.28,912221.05
it_software_licensing,2022-2023,1229288.04,1099365.93
