d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,6867204.59,6557116.20
1_facilities_and_construction,2021-2022,9382241.31,8725431.82
1_facilities_and_construction,2022-2023,9181427.39,8215579.72
10_office_management,2018-2019,24993.34,25467.86
10_office_management,2020-2021,71300.45,68377.31
3_information_technology,2017-2018,1141344.41,1176573.67
3_information_technology,2018-2019,1190987.80,1212592.24
3_information_technology,2019-2020,1377727.90,1366737.80
3_information_technology,2020-2021,1389167.91,1322780.60
3_information_technology,2021-2022,1360472.44,1265432.60
3_information_technology,2022-2023,1319297.88,1179907.10
6_industrial_products_and_services,2017-2018,4057.01,4172.88
6_industrial_products_and_services,2018-2019,21041.47,21484.53
6_industrial_products_and_services,2019-2020,176599.53,174784.27
6_industrial_products_and_services,2020-2021,315516.76,300210.65
6_industrial_products_and_services,2021-2022,401977.08,374506.79
6_industrial_products_and_services,2022-2023,23564.44,21284.91
