d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,7207112.954567901
10_office_management,2018-2019,24993.34
10_office_management,2020-2021,71300.45
3_information_technology,2017-2018,1141344.4094165582
3_information_technology,2018-2019,1189444.9251719182
3_information_technology,2019-2020,1373061.0123824165
3_information_technology,2020-2021,1384513.7695616996
6_industrial_products_and_services,2017-2018,4057.0145753424663
6_industrial_products_and_services,2018-2019,21041.465424657537
6_industrial_products_and_services,2019-2020,176599.53246615085
6_industrial_products_and_services,2020-2021,315516.7590280973
