d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1145401.42,1175022.34
2018-2019,1235479.73,1253889.19
2019-2020,1549660.54,1536142.57
2020-2021,8978443.93,8551430.81
2021-2022,11594492.92,10768770.42
