d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,429448.86,398719.65
2_professional_services,2017-2018,156695.36,160718.43
2_professional_services,2018-2019,185230.98,188341.51
2_professional_services,2019-2020,109945.54,109076.69
2_professional_services,2020-2021,371271.52,354495.55
3_information_technology,2019-2020,18737.67,18284.21
3_information_technology,2020-2021,80461.78,76492.62
3_information_technology,2021-2022,40341.11,38001.52
5_transportation_and_logistics,2018-2019,297234.91,300159.41
5_transportation_and_logistics,2019-2020,2364956.03,2344998.23
5_transportation_and_logistics,2020-2021,4586007.84,4354627.44
