normalized_vendor_name,original_vendor_name
KRAUSS MAFFEI WEGMANN,KRAUSS-MAFFEI WEGMANN GmbH & CO KG.
KRAUSS MAFFEI WEGMANN,KRAUSS-MAFFEI AG
KRAUSS MAFFEI WEGMANN,KRAUSS-MAFFEI WEGMANN GMBH & CO KG.
KRAUSS MAFFEI WEGMANN,KRAUSS-MAFFEI WEGMANN GMBH & CO.KG
KRAUSS MAFFEI WEGMANN,Krauss Maffei Wegmann
KRAUSS MAFFEI WEGMANN,Krauss-Maffei Wegmann GmbH & Co. KG
KRAUSS MAFFEI WEGMANN,Krauss-Maffei-Wegmann GmbH & Co. KG
KRAUSS MAFFEI WEGMANN,KRAUSS-MAFFEI CORPORATION
KRAUSS MAFFEI WEGMANN,Krauss Maffei-Wegmann
KRAUSS MAFFEI WEGMANN,Krauss-Maffei Wegmann GmbH & Co. KG (KMW)
