d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1753620.78
11_defence,2018-2019,4958703.94
11_defence,2019-2020,5676460.05
11_defence,2020-2021,4121957.24
6_industrial_products_and_services,2017-2018,37794.19
