d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,22616.43,23315.53
10_office_management,2018-2019,22616.43,23049.83
10_office_management,2019-2020,7559.47,7574.38
2_professional_services,2017-2018,36269.16,37390.09
3_information_technology,2018-2019,45194.47,46052.91
3_information_technology,2019-2020,51150.88,50671.32
3_information_technology,2020-2021,84249.73,80083.63
3_information_technology,2021-2022,46207.23,42960.05
3_information_technology,2022-2023,46207.23,41346.42
5_transportation_and_logistics,2022-2023,32656.64,28899.34
6_industrial_products_and_services,2017-2018,1001100.42,1032045.51
6_industrial_products_and_services,2018-2019,1003248.44,1022457.22
6_industrial_products_and_services,2019-2020,1010340.49,1002281.02
6_industrial_products_and_services,2020-2021,999874.23,952269.11
6_industrial_products_and_services,2021-2022,970827.29,902769.92
6_industrial_products_and_services,2022-2023,927430.25,829891.01
