d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,22616.432323232322
10_office_management,2018-2019,22616.432323232322
10_office_management,2019-2020,7559.4650505050495
2_professional_services,2017-2018,36269.16
2_professional_services,2018-2019,45194.46998349835
2_professional_services,2019-2020,46333.82636963696
2_professional_services,2020-2021,46207.23121562156
3_information_technology,2019-2020,4817.051428571429
3_information_technology,2020-2021,38042.49857142857
6_industrial_products_and_services,2017-2018,94393.53227625089
6_industrial_products_and_services,2018-2019,96541.55539526594
6_industrial_products_and_services,2019-2020,101149.47082203707
6_industrial_products_and_services,2020-2021,93167.34642249576
NA,2017-2018,1259870.2791401276
NA,2018-2019,1259870.2791401276
NA,2019-2020,1263321.978535032
NA,2020-2021,1259870.2791401276
