owner_org,d_fiscal_year,total
aafc-aac,2018-2019,24408.00
aafc-aac,2020-2021,139159.50
aandc-aadnc,2017-2018,161976.01
aandc-aadnc,2019-2020,61718.58
cbsa-asfc,2017-2018,97293.00
cer-rec,2020-2021,346185.00
cfia-acia,2017-2018,40680.00
cihr-irsc,2017-2018,160483.80
cihr-irsc,2018-2019,190803.22
cihr-irsc,2019-2020,191325.97
cihr-irsc,2020-2021,95662.98
cnsc-ccsn,2018-2019,263151.65
cnsc-ccsn,2019-2020,127376.35
cra-arc,2018-2019,40116.73
cra-arc,2019-2020,82324.42
crtc,2019-2020,773647.10
crtc,2020-2021,3273489.83
csc-scc,2017-2018,102646.08
csc-scc,2018-2019,95593.32
csc-scc,2019-2020,95855.22
csc-scc,2020-2021,125311.16
dfatd-maecd,2017-2018,74792.28
dfatd-maecd,2018-2019,295697.37
dfatd-maecd,2019-2020,582014.05
dfatd-maecd,2020-2021,755422.52
dfo-mpo,2017-2018,267113.80
dnd-mdn,2017-2018,545458.69
dnd-mdn,2018-2019,906202.36
dnd-mdn,2019-2020,1108367.33
dnd-mdn,2020-2021,868726.27
ec,2017-2018,159491.82
elections,2017-2018,463961.92
elections,2018-2019,261041.12
elections,2019-2020,285609.67
elections,2020-2021,129842.80
esdc-edsc,2017-2018,204259.98
esdc-edsc,2018-2019,66910.28
esdc-edsc,2019-2020,137055.31
esdc-edsc,2020-2021,56275.63
infc,2017-2018,24930.63
jus,2017-2018,31073.17
nrc-cnrc,2019-2020,25764.00
nrc-cnrc,2020-2021,151694.25
nrcan-rncan,2019-2020,39747.75
nserc-crsng,2017-2018,11846.00
nserc-crsng,2018-2019,13138.30
pc,2017-2018,30362.66
pc,2018-2019,115757.64
pco-bcp,2017-2018,7950.81
pco-bcp,2018-2019,7950.81
pco-bcp,2019-2020,1982.26
ps-sp,2017-2018,14181.41
ps-sp,2018-2019,83487.34
ps-sp,2019-2020,48948.74
pwgsc-tpsgc,2017-2018,3657994.59
pwgsc-tpsgc,2018-2019,3239213.49
pwgsc-tpsgc,2019-2020,1352435.20
pwgsc-tpsgc,2020-2021,841542.07
ssc-spc,2017-2018,806654.84
ssc-spc,2018-2019,4778050.27
ssc-spc,2019-2020,10158950.01
ssc-spc,2020-2021,9716747.73
tbs-sct,2018-2019,129945.32
tbs-sct,2019-2020,128824.68
tc,2019-2020,8553.03
tc,2020-2021,18069.77
