d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,10163.90,10335.49
0_other,2019-2020,12156.82,12059.26
0_other,2020-2021,85226.35,81395.88
0_other,2021-2022,125419.80,117346.80
1_facilities_and_construction,2017-2018,778334.45,801622.92
1_facilities_and_construction,2018-2019,1217024.76,1240188.39
1_facilities_and_construction,2019-2020,603948.03,598549.35
1_facilities_and_construction,2020-2021,1455177.21,1388434.85
1_facilities_and_construction,2021-2022,1389276.20,1298812.76
10_office_management,2017-2018,193549.66,199225.95
10_office_management,2018-2019,1012002.84,1024251.52
10_office_management,2019-2020,1774135.63,1740997.37
10_office_management,2020-2021,2348280.61,2237268.86
10_office_management,2021-2022,2245203.43,2094662.70
2_professional_services,2017-2018,10393936.07,10709796.16
2_professional_services,2018-2019,17993377.80,18294842.74
2_professional_services,2019-2020,18849724.44,18696245.44
2_professional_services,2020-2021,14054722.11,13394607.75
2_professional_services,2021-2022,14446935.69,13478629.19
3_information_technology,2017-2018,3094914.74,3189107.95
3_information_technology,2018-2019,10052268.95,10169429.23
3_information_technology,2019-2020,8543052.86,8444494.98
3_information_technology,2020-2021,16595167.51,15822857.80
3_information_technology,2021-2022,17323414.84,16079015.98
4_medical,2017-2018,28236266.11,29097264.52
4_medical,2018-2019,38149409.93,38844674.10
4_medical,2019-2020,45830568.09,45349371.16
4_medical,2020-2021,64041966.93,60974807.27
4_medical,2021-2022,58369141.42,54229872.66
5_transportation_and_logistics,2017-2018,771169.53,792648.79
5_transportation_and_logistics,2018-2019,268470.87,271619.34
5_transportation_and_logistics,2019-2020,2551436.49,2502358.04
5_transportation_and_logistics,2020-2021,11971321.53,11416300.79
5_transportation_and_logistics,2021-2022,2174263.06,2000932.49
6_industrial_products_and_services,2017-2018,1406284.70,1447053.61
6_industrial_products_and_services,2018-2019,904861.10,918117.85
6_industrial_products_and_services,2019-2020,1034305.92,1016508.12
6_industrial_products_and_services,2020-2021,1731321.65,1648180.05
6_industrial_products_and_services,2021-2022,2468552.57,2280318.14
7_travel,2017-2018,1881593.84,1933473.81
7_travel,2018-2019,2101381.84,2136730.19
7_travel,2019-2020,3307460.03,3270957.01
7_travel,2020-2021,14188360.21,13526455.05
7_travel,2021-2022,13288412.27,12460324.82
8_security_and_protection,2018-2019,51323.86,52262.01
8_security_and_protection,2020-2021,837877.04,798016.72
8_security_and_protection,2021-2022,1548072.37,1444384.32
9_human_capital,2017-2018,209306.71,215536.75
9_human_capital,2018-2019,820579.73,833687.37
9_human_capital,2019-2020,1405231.55,1389263.43
9_human_capital,2020-2021,1218620.10,1161175.04
9_human_capital,2021-2022,2448788.47,2286550.54
