d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,778334.4494121572
1_facilities_and_construction,2018-2019,1217024.7577573836
1_facilities_and_construction,2019-2020,603948.0313080916
1_facilities_and_construction,2020-2021,1468136.472956862
10_office_management,2017-2018,193549.66364509947
10_office_management,2018-2019,1011271.3255971193
10_office_management,2019-2020,1772657.487692194
10_office_management,2020-2021,2341636.4991325974
2_professional_services,2017-2018,10418193.54575948
2_professional_services,2018-2019,18022763.253861304
2_professional_services,2019-2020,18873873.39313564
2_professional_services,2020-2021,14050816.816967847
3_information_technology,2017-2018,3055607.078214986
3_information_technology,2018-2019,9836052.200916072
3_information_technology,2019-2020,8434793.18623598
3_information_technology,2020-2021,15709627.69677805
4_medical,2017-2018,28236266.105392408
4_medical,2018-2019,38247096.381140046
4_medical,2019-2020,45592330.83789356
4_medical,2020-2021,63535915.70848483
5_transportation_and_logistics,2017-2018,771169.5319501134
5_transportation_and_logistics,2018-2019,268470.87495365296
5_transportation_and_logistics,2019-2020,2551436.4920077003
5_transportation_and_logistics,2020-2021,11971321.527269613
6_industrial_products_and_services,2017-2018,1406284.7035988015
6_industrial_products_and_services,2018-2019,904861.1006012744
6_industrial_products_and_services,2019-2020,1034305.9195198627
6_industrial_products_and_services,2020-2021,1731321.6516191193
7_travel,2017-2018,1881593.8430385431
7_travel,2018-2019,2101381.8401979264
7_travel,2019-2020,3307460.033844593
7_travel,2020-2021,14188360.207883606
8_security_and_protection,2018-2019,51323.86000000001
8_security_and_protection,2020-2021,837877.0370258429
9_human_capital,2017-2018,221736.70916777
9_human_capital,2018-2019,888784.0638965056
9_human_capital,2019-2020,1526916.1803255742
9_human_capital,2020-2021,1297661.936156235
NA,2018-2019,10163.897791798106
NA,2019-2020,12156.818927444794
NA,2020-2021,72267.0832807571
