d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,172004.14,176360.88
it_consulting_services,2018-2019,563627.43,571406.51
it_consulting_services,2019-2020,409244.62,405859.79
it_consulting_services,2020-2021,625264.94,594166.98
it_consulting_services,2021-2022,379162.34,350408.05
it_devices_equipment,2017-2018,97685.23,100188.09
it_devices_equipment,2018-2019,5484707.26,5539910.78
it_devices_equipment,2019-2020,2557759.91,2503777.15
it_devices_equipment,2020-2021,7299760.19,6931579.37
it_devices_equipment,2021-2022,4739726.44,4310215.00
it_other,2017-2018,1013680.45,1039621.89
it_other,2018-2019,733712.50,741923.90
it_other,2019-2020,741214.51,725054.25
it_other,2020-2021,245391.22,232614.57
it_other,2021-2022,669714.38,617453.22
it_software_licensing,2017-2018,1811544.92,1858446.56
it_software_licensing,2018-2019,3149087.01,3192368.09
it_software_licensing,2019-2020,4829118.32,4800735.93
it_software_licensing,2020-2021,7653797.04,7262080.64
it_software_licensing,2021-2022,11529455.04,10673278.12
