owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2022-2023,22722.63,20250.45
cbsa-asfc,2017-2018,30157.16,31068.71
cbsa-asfc,2018-2019,1526.95,1567.71
cnsc-ccsn,2022-2023,8658.88,7691.64
csc-scc,2018-2019,12600.00,12820.36
csc-scc,2021-2022,162727.39,148327.96
csc-scc,2022-2023,179268.96,160290.36
dfo-mpo,2018-2019,56446.39,57680.12
dfo-mpo,2019-2020,13442.06,13285.08
dfo-mpo,2020-2021,625004.54,588926.62
dfo-mpo,2021-2022,1930549.65,1792379.09
dfo-mpo,2022-2023,347449.80,311773.92
dnd-mdn,2017-2018,363219.64,374019.72
dnd-mdn,2018-2019,405682.01,414451.48
dnd-mdn,2019-2020,1644390.13,1612416.28
dnd-mdn,2020-2021,870397.83,833455.88
dnd-mdn,2021-2022,36138209.59,32727190.89
dnd-mdn,2022-2023,14971893.20,13332521.75
ec,2017-2018,797425.90,821975.51
ec,2021-2022,7709.61,6989.86
ec,2022-2023,27861.47,24930.56
hc-sc,2021-2022,9601.32,8793.28
hc-sc,2022-2023,20025.61,17919.00
nrc-cnrc,2022-2023,12562.87,11347.59
pc,2018-2019,80591.59,81565.75
pc,2019-2020,74264.95,72923.30
pc,2020-2021,134791.16,127666.72
pc,2021-2022,1754844.47,1604478.54
pc,2022-2023,2743465.93,2444795.93
pwgsc-tpsgc,2021-2022,862637.17,791128.45
pwgsc-tpsgc,2022-2023,2282664.10,2035720.59
tc,2021-2022,12208.35,11036.15
tc,2022-2023,42000.00,37581.78
