d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,4334.99,4437.18
it_consulting_services,2018-2019,87773.38,88928.55
it_consulting_services,2019-2020,316171.10,309890.76
it_consulting_services,2020-2021,584564.10,554774.31
it_consulting_services,2021-2022,1120254.44,1037830.41
it_other,2019-2020,44716.10,44315.82
it_other,2020-2021,46771.94,44391.89
it_software_licensing,2017-2018,44626.34,45678.28
it_software_licensing,2018-2019,90371.46,91355.66
it_software_licensing,2019-2020,166963.38,164725.13
it_software_licensing,2020-2021,115755.84,109970.77
it_software_licensing,2021-2022,667863.89,626367.63
