d_fiscal_year,total,total_constant_2019_dollars
2017-2018,334950.90,345409.44
2018-2019,481234.58,487703.13
2019-2020,678010.20,673255.37
2020-2021,1118285.49,1060577.47
2021-2022,2713582.39,2529485.12
2022-2023,1659554.98,1482886.84
