owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,101858.28,105136.03
cic,2020-2021,406837.22,384273.24
cic,2021-2022,2305575.87,2149301.68
cic,2022-2023,972771.67,869556.82
dfo-mpo,2017-2018,85753.16,88350.80
dfo-mpo,2019-2020,14497.51,14166.60
dfo-mpo,2020-2021,64093.99,60595.94
dnd-mdn,2018-2019,40265.24,40869.13
dnd-mdn,2019-2020,52882.92,52684.24
fcac-acfc,2020-2021,50819.68,47886.15
fcac-acfc,2021-2022,49180.33,46573.53
fcac-acfc,2022-2023,115860.76,102530.45
hc-sc,2017-2018,85943.94,88690.64
hc-sc,2018-2019,235597.51,238242.28
hc-sc,2019-2020,520987.33,517047.51
hc-sc,2020-2021,423749.06,403855.83
hc-sc,2021-2022,301041.26,279885.79
hc-sc,2022-2023,301041.26,269372.98
irb-cisr,2022-2023,269881.29,241426.59
opc-cpvp,2019-2020,38685.33,38355.32
opc-cpvp,2020-2021,39907.82,38201.14
psic-ispc,2017-2018,21490.82,22155.12
pwgsc-tpsgc,2017-2018,39904.70,41076.85
pwgsc-tpsgc,2018-2019,62824.32,64144.80
ssc-spc,2020-2021,48127.72,45907.30
ssc-spc,2021-2022,57784.92,53724.13
statcan,2018-2019,87970.50,89098.15
statcan,2020-2021,84750.00,79857.87
wage,2018-2019,54577.01,55348.78
wage,2019-2020,50957.11,51001.70
