d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,294333.05,303609.70
2_professional_services,2018-2019,397778.81,402824.25
2_professional_services,2019-2020,676946.77,672435.10
2_professional_services,2020-2021,652286.93,621375.13
2_professional_services,2021-2022,363618.97,341098.86
3_information_technology,2017-2018,40617.85,41761.30
3_information_technology,2018-2019,87970.50,89018.27
3_information_technology,2019-2020,14497.51,14152.17
3_information_technology,2020-2021,479395.93,455553.24
3_information_technology,2021-2022,2363360.79,2217631.22
