owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,36499.00,36972.06
aandc-aadnc,2017-2018,49666.98,51415.96
aandc-aadnc,2018-2019,0.00,0.00
cbsa-asfc,2017-2018,259119.56,265306.16
cbsa-asfc,2018-2019,231482.49,234380.22
cbsa-asfc,2019-2020,205875.00,205453.31
cnsc-ccsn,2017-2018,101156.34,103031.83
cnsc-ccsn,2018-2019,213422.34,216145.94
cnsc-ccsn,2019-2020,214007.06,213568.72
cra-arc,2020-2021,26894.00,25420.52
dfatd-maecd,2017-2018,415865.81,426185.87
dfatd-maecd,2018-2019,383203.88,387947.76
dfatd-maecd,2019-2020,304918.91,304348.57
dfatd-maecd,2020-2021,255350.39,249567.60
dfatd-maecd,2021-2022,269372.52,204626.25
dfo-mpo,2017-2018,24916.50,25376.20
dnd-mdn,2017-2018,541182.04,555467.65
dnd-mdn,2018-2019,188875.16,191270.13
dnd-mdn,2019-2020,141609.93,141297.06
dnd-mdn,2020-2021,38771.97,39111.13
esdc-edsc,2017-2018,63391.78,65418.86
esdc-edsc,2021-2022,39091.50,0.00
hc-sc,2019-2020,49042.00,49010.61
nserc-crsng,2018-2019,185263.04,187759.72
nserc-crsng,2019-2020,61528.96,61500.89
ps-sp,2017-2018,60818.86,62950.44
pwgsc-tpsgc,2020-2021,836420.13,813552.43
rcmp-grc,2017-2018,80479.46,82636.76
ssc-spc,2018-2019,9325.89,9463.15
tbs-sct,2017-2018,352692.21,362555.50
tbs-sct,2018-2019,134277.44,135991.03
tbs-sct,2019-2020,134645.33,134369.54
tbs-sct,2020-2021,55918.28,55917.98
tc,2018-2019,24860.00,25291.16
tc,2019-2020,93600.00,93391.52
