d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,74964.70588235294
1_facilities_and_construction,2019-2020,465035.29411764705
10_office_management,2017-2018,64818.202485579895
10_office_management,2018-2019,140849.7330410959
10_office_management,2020-2021,20631.280000000002
11_defence,2017-2018,952823.8585928911
11_defence,2018-2019,1565801.0287851365
11_defence,2019-2020,422349.8026219722
11_defence,2020-2021,315805.57
2_professional_services,2017-2018,25919.345263157895
2_professional_services,2018-2019,44784.75473684211
3_information_technology,2017-2018,7263854.310930833
3_information_technology,2018-2019,7086479.66294256
3_information_technology,2019-2020,5742293.065142541
3_information_technology,2020-2021,100820.1591240579
6_industrial_products_and_services,2017-2018,520408.8600071901
6_industrial_products_and_services,2018-2019,184661.40999280987
9_human_capital,2018-2019,16407.6
NA,2017-2018,756.6336197916668
NA,2018-2019,7464.088411458334
NA,2019-2020,7484.537968750001
