d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,74964.71,75702.28
1_facilities_and_construction,2019-2020,465035.29,461110.87
10_office_management,2017-2018,15888.54,16263.06
10_office_management,2018-2019,140849.73,143130.92
10_office_management,2020-2021,20631.28,19426.78
11_defence,2017-2018,1019327.44,1044838.29
11_defence,2018-2019,1619281.13,1645681.94
11_defence,2019-2020,422349.80,418736.27
11_defence,2020-2021,315805.57,298707.61
2_professional_services,2017-2018,25919.35,26587.98
2_professional_services,2018-2019,44784.75,45466.65
3_information_technology,2017-2018,7499508.54,7680220.24
3_information_technology,2018-2019,7103521.19,7197591.41
3_information_technology,2019-2020,5755890.86,5721324.50
3_information_technology,2020-2021,100820.16,95860.25
3_information_technology,2021-2022,2741.73,2545.55
6_industrial_products_and_services,2017-2018,267937.34,274308.11
6_industrial_products_and_services,2018-2019,131181.31,132761.66
9_human_capital,2018-2019,16407.60,16713.30
