category,total,percentage
3_information_technology,23419830.845916554,0.9358792951584372
6_industrial_products_and_services,705070.27,0.02817529604146655
1_facilities_and_construction,540000,0.021578926966232655
10_office_management,177369.55000000002,0.007087860306451021
2_professional_services,70704.1,0.002825404833542982
NA,65711.617750115,0.002625900370856905
5_transportation_and_logistics,29319.920000000002,0.0011716526154366372
9_human_capital,16407.6,6.556637075762201e-4
