d_fiscal_year,total,total_constant_2019_dollars
2017-2018,20283958.24,20805428.44
2018-2019,26271601.99,26672013.53
2019-2020,24913336.58,24691892.00
2020-2021,24187454.63,22995923.69
2021-2022,23020676.21,16625021.97
