d_most_recent_category,total,percentage
1_facilities_and_construction,142589667.81,0.9064
2_professional_services,13196622.05,0.0839
3_information_technology,992028.31,0.0063
5_transportation_and_logistics,423851.70,0.0027
6_industrial_products_and_services,106785.00,7e-4
0_other,0.00,0
