d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,86035.57,88178.67
10_office_management,2018-2019,154673.01,157055.04
10_office_management,2019-2020,68506.79,67662.48
10_office_management,2020-2021,59881.27,56931.73
10_office_management,2021-2022,122449.37,113168.20
2_professional_services,2017-2018,271633.50,278264.57
2_professional_services,2018-2019,652143.16,661530.00
2_professional_services,2019-2020,1418699.42,1397320.91
2_professional_services,2020-2021,1927358.23,1831785.80
2_professional_services,2021-2022,2205358.08,2039526.36
3_information_technology,2017-2018,769574.89,788032.76
3_information_technology,2018-2019,1620968.35,1645899.46
3_information_technology,2019-2020,1394938.56,1377499.53
3_information_technology,2020-2021,2134769.02,2028243.06
3_information_technology,2021-2022,2797584.76,2591897.94
6_industrial_products_and_services,2018-2019,5927.09,6019.26
6_industrial_products_and_services,2019-2020,5943.33,5893.17
6_industrial_products_and_services,2020-2021,5927.09,5634.71
6_industrial_products_and_services,2021-2022,13509.67,12372.94
9_human_capital,2018-2019,22146.86,22426.64
9_human_capital,2019-2020,47950.47,47613.85
9_human_capital,2020-2021,83522.21,79402.51
9_human_capital,2021-2022,289461.40,266929.06
