owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,3203.34,3291.61
cbsa-asfc,2018-2019,19486.96,19843.17
csc-scc,2019-2020,49165.62,47994.46
csc-scc,2020-2021,2949937.38,2812597.07
dnd-mdn,2017-2018,28999.00,29814.69
dnd-mdn,2018-2019,15573.42,15913.12
dnd-mdn,2019-2020,13880.35,13891.25
dnd-mdn,2020-2021,14106.92,13396.29
dnd-mdn,2021-2022,1363.39,1295.43
rcmp-grc,2017-2018,512660.25,527208.17
rcmp-grc,2018-2019,838488.77,855666.25
rcmp-grc,2019-2020,554877.23,554665.41
rcmp-grc,2020-2021,305646.40,292022.32
rcmp-grc,2021-2022,449508.18,417759.08
