d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,21907.50,22399.99
10_office_management,2017-2018,141400.88,145496.73
10_office_management,2018-2019,41491.80,41955.27
10_office_management,2019-2020,27661.20,27539.78
10_office_management,2020-2021,90235.31,85630.52
10_office_management,2021-2022,64993.30,61410.19
11_defence,2017-2018,3385.29,3489.05
11_defence,2018-2019,3385.29,3447.17
11_defence,2019-2020,3394.56,3367.32
11_defence,2020-2021,3385.29,3227.45
11_defence,2021-2022,1363.39,1295.43
3_information_technology,2020-2021,30063.43,28443.32
4_medical,2017-2018,202361.15,207996.42
4_medical,2018-2019,321031.20,328123.37
4_medical,2019-2020,211037.40,209090.97
4_medical,2020-2021,2971049.99,2832621.15
4_medical,2021-2022,221446.92,204615.44
6_industrial_products_and_services,2017-2018,17458.93,18020.42
6_industrial_products_and_services,2018-2019,43488.43,44033.19
6_industrial_products_and_services,2019-2020,10452.06,10490.08
9_human_capital,2017-2018,180256.34,185311.85
9_human_capital,2018-2019,442244.93,451463.56
9_human_capital,2019-2020,365377.98,366062.97
9_human_capital,2020-2021,174956.67,168093.24
9_human_capital,2021-2022,163067.96,151733.44
