d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,21907.5
10_office_management,2017-2018,141400.88
10_office_management,2018-2019,41491.8
10_office_management,2019-2020,27661.199999999997
10_office_management,2020-2021,90235.31160714285
11_defence,2017-2018,3385.2900930487135
11_defence,2018-2019,3385.2900930487135
11_defence,2019-2020,3394.564860426929
11_defence,2020-2021,3385.2900930487135
3_information_technology,2020-2021,30063.43
4_medical,2017-2018,202361.14647058825
4_medical,2018-2019,321031.20352941175
4_medical,2019-2020,211037.40295081967
4_medical,2020-2021,2971049.9909201483
6_industrial_products_and_services,2017-2018,17458.926009852217
6_industrial_products_and_services,2018-2019,43488.4275
6_industrial_products_and_services,2019-2020,10452.0625
9_human_capital,2017-2018,180256.34
9_human_capital,2018-2019,442244.93
9_human_capital,2019-2020,365377.98
9_human_capital,2020-2021,174956.66999999998
