d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,167046.31,171295.30
it_consulting_services,2018-2019,51130.63,51972.56
it_consulting_services,2019-2020,83347.26,81941.56
it_consulting_services,2020-2021,156695.11,148799.27
it_consulting_services,2021-2022,76375.80,70776.89
it_devices_equipment,2017-2018,12428.19,12732.69
it_devices_equipment,2021-2022,337311.27,304659.54
it_other,2018-2019,28446.17,28772.11
it_other,2021-2022,71819.89,66298.42
it_software_licensing,2017-2018,41019.41,42051.03
it_software_licensing,2018-2019,45796.08,46581.54
it_software_licensing,2019-2020,39550.00,38592.87
it_software_licensing,2020-2021,14713.93,13963.77
it_software_licensing,2021-2022,40979.47,38115.02
