d_vendor_name,overall_total
PRA,415656.37999999995
GOSS GILROY,323335.38
SOUTHSIDE COMMUNICATIONS,322264.0808219178
VERSACOM,224731.4127218543
HILTON GARDEN INN,214536.21000000002
INGENIUM COMMUNICATIONS,209643.25
COMMUNITY FOUNDATIONS,187499.99999999997
NITAM SOLUTIONS,187497.13999999998
GLOBAL UPHOLSTERY,156351.31999999998
EMOND HARNDEN,151380.6126724764
QUANTUM MANAGEMENT SERVICES,135725.27
ALTIS HUMAN RESOURCES,130607.23624999999
GONTRAN BLAIS,118203.52496859262
AGILITY PR SOLUTIONS CANADA,113256.01397949673
MAXSYS PROFESSIONALS AND,110696.96641618497
CARLSON WAGONLIT GLOBAL TRAVEL,110371.76821213777
MEDIAMISER,107749.7430449069
INSTITUTE ON GOVERNANCE,107337.5
ASCRIBE MARKETING,105090
SCIENCE METRIX,93203.73
176461 CANADA,89062.84133900105
ADVANCED BUSINESS INTERIORS,82437.23999999999
OPENFRAME TECHNOLOGIES,80009.96758274826
RE THINK STRATEGIC CONSULTING,79552
FERENCE COMPANY CONSULTING,79100
ORACLE CANADA,76426.86
BRENDA KEEN CONSULTING,69305.11086956522
EXCEL HUMAN RESOURCES,67082.45999999999
LES TRADUCTIONS H D,65668.1294437086
R A MALATEST ASSOCIATES,63375.8131736527
WALKER CLARE,62059.6
CGI,61746.7
CONTRACT COMMUNITY,59101.259999999995
HIGHER EDUCATION STRATEGY,53223
BRYMARK,49649.77
HAY GROUP,45200
CAPITAL OFFICE INTERIORS,43821.6
BANG THE TABLE,42237.232876712325
ST JOSEPH PRINT GROUP,42230.24310344827
SAMSON ASSOCIES,41951.25
CISTEL TECHNOLOGY,40228
CAGS,39999.74
CARMEN CHARRETTE,39776
AVENAI,39504.8
FRESH ART AND DESIGN,38335.25
STRAUSS JAY,38194
MYRIAM AFRIAT,37865.070970266046
PROLOGIC SYSTEMS,35295.99
M J DALEY CONSULTING,33052.5
GAUTHIER BERNARD,32205
INSTITUT NATIONAL DE LA,31750
GROUPE VOXCO,28815
PAMELA RISEBOROUGH,28713.3
UNIVERSITY OF BRITISH COLUMBIA,28024
LARIVIERE VINCENT,27685
CLARIVATE ANALYTICS UK,25112.49
COOPER AMANDA,25000
FUTURESCAPER,24999
CHRISTOPHER REID,24998.99
PITSEOLAK PFEIFER O A INUIT,24998.99
FREYNET GAGNE TRANSLATION AND,24973
NVISION INSIGHT GROUP,24973
THE HILLBROOKE GROUP,24860.000000000004
CONSORTIUM ERUDIT,24834.6
THE CANADIAN PRESS,24689.99
REINHART MARTIN,24676.7
KATE MCGREGOR COMMUNICATIONS,24577.499999999996
SAMSON RH,24471.55
7985673 CANADA,24323.250000000004
WATERBRIDGE MEDIA,24182
DON THOMPSON JEWELLERS,23236.87
LE COLLECTIF,22600
SIMNER,22600
BF WORKPLACE,21905.629999999997
ACCURATE CREATIVE,19775
GWP BRAND ENGINEERING,16950
LAUZE GUY,16950
BEVERLY ENSOM,16719.441838649156
BROWN CAROLYN,16711.267605633802
CLARE WALKER,15503.6
AESIS NETWORK,15000
2275517 ONTARIO,14916
CONVERSART CONSULTING,14746.499999999998
ADDINGTON PUBLICATIONS,13560
RIDEAU RECOGNITION SOLUTIONS,13218.72282312925
YORK UNIVERSITY,12944.15
ADVANCED CHIPPEWA TECHNOLOGIES,12428.19
PSAV AUDIO VISUAL,11496.170000000002
GEOSERVICES CARIMA,10594.194961664842
CNW GROUP,10170
CARON TRAINING CENTRE,4541
DAIGEN COMMUNICATIONS,0
