d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,36320.47,37267.34
10_office_management,2018-2019,64050.33,64798.85
10_office_management,2019-2020,295357.25,288513.22
10_office_management,2020-2021,138515.13,131682.21
2_professional_services,2017-2018,688789.48,706344.36
2_professional_services,2018-2019,1218615.34,1235227.33
2_professional_services,2019-2020,1448620.55,1433848.44
2_professional_services,2020-2021,1110964.34,1055493.53
2_professional_services,2021-2022,794852.62,598125.63
3_information_technology,2017-2018,180955.20,185587.76
3_information_technology,2018-2019,108422.88,110163.38
3_information_technology,2019-2020,122897.26,120534.43
3_information_technology,2020-2021,137735.04,130673.12
3_information_technology,2021-2022,509084.42,230570.31
7_travel,2017-2018,27574.06,28288.59
7_travel,2018-2019,57356.73,58078.58
7_travel,2019-2020,212403.14,210610.67
7_travel,2020-2021,27574.06,26213.84
7_travel,2021-2022,9745.35,9194.52
9_human_capital,2017-2018,78630.61,80650.70
9_human_capital,2018-2019,34600.00,35183.22
9_human_capital,2019-2020,21927.16,21557.84
9_human_capital,2020-2021,24044.39,22770.64
9_human_capital,2021-2022,26894.00,21038.22
