d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11854756.91,12145855.58
2018-2019,11396805.95,11556700.60
2019-2020,9557915.71,9467173.98
2020-2021,3244377.18,3109426.79
2021-2022,3120342.20,2817468.72
