d_most_recent_category,d_fiscal_year,total
11_defence,2018-2019,441116.95999999996
5_transportation_and_logistics,2017-2018,11854756.91
5_transportation_and_logistics,2018-2019,10955688.99
5_transportation_and_logistics,2019-2020,9534920.71
5_transportation_and_logistics,2020-2021,3244377.176792453
6_industrial_products_and_services,2019-2020,22995
