owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2019-2020,77949.37,76330.82
csc-scc,2020-2021,117751.99,112066.74
csc-scc,2021-2022,363553.53,338569.57
dfo-mpo,2017-2018,11425607.68,11753441.91
dfo-mpo,2018-2019,11578646.38,11767316.28
dfo-mpo,2019-2020,8595657.84,8520315.14
dfo-mpo,2020-2021,3103258.30,2983179.24
dfo-mpo,2021-2022,2734165.56,2559501.81
dnd-mdn,2018-2019,441116.96,448375.02
ec,2017-2018,39199.93,40384.07
ec,2018-2019,19983.75,20349.03
ec,2019-2020,884308.50,875042.66
ec,2020-2021,23366.89,22319.40
ec,2021-2022,22623.11,21169.83
nrcan-rncan,2017-2018,389949.30,403152.91
