d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,57488.166346925136
2_professional_services,2018-2019,66970.05819852941
2_professional_services,2019-2020,15820
2_professional_services,2020-2021,60354.24427046263
8_security_and_protection,2019-2020,23659.592475247526
8_security_and_protection,2020-2021,61683.93752475248
9_human_capital,2017-2018,12231421.612419546
9_human_capital,2018-2019,13255262.439533705
9_human_capital,2019-2020,13987178.547732465
9_human_capital,2020-2021,14414024.811695416
