d_fiscal_year,total,total_constant_2019_dollars
2017-2018,12288909.78,12605134.83
2018-2019,13337182.40,13542342.40
2019-2020,14026658.14,13898226.66
2020-2021,14546479.61,13825664.26
2021-2022,15835673.58,12100277.93
