d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,3112.51,3198.28
10_office_management,2018-2019,70314.61,71736.39
10_office_management,2019-2020,159874.45,158535.65
10_office_management,2020-2021,1948971.78,1864362.13
10_office_management,2021-2022,1380558.27,1287286.93
6_industrial_products_and_services,2017-2018,44297.35,45677.01
