d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,807188.50,821708.69
5_transportation_and_logistics,2018-2019,36708.00,37303.25
6_industrial_products_and_services,2018-2019,21262.50,21636.42
6_industrial_products_and_services,2019-2020,4070992.94,4003320.01
6_industrial_products_and_services,2020-2021,8069847.50,7685082.68
6_industrial_products_and_services,2021-2022,3466219.35,3177379.43
6_industrial_products_and_services,2022-2023,7317735.71,6547940.59
