owner_org,d_fiscal_year,total
cas-satj,2020-2021,117781.3125
cic,2020-2021,112322
csa-asc,2020-2021,3487.2238211382114
csps-efpc,2017-2018,108494.97069863015
csps-efpc,2018-2019,262256.055
csps-efpc,2019-2020,153761.08430136988
dfo-mpo,2017-2018,108093.15238095238
dfo-mpo,2018-2019,459395.8976190476
dnd-mdn,2018-2019,91687.49806451614
dnd-mdn,2019-2020,349882.50562077697
dnd-mdn,2020-2021,790858.1622170709
ec,2018-2019,23569.88
fcac-acfc,2019-2020,98220.75925925926
fcac-acfc,2020-2021,178361.0802469136
fin,2018-2019,14280.210000000003
ps-sp,2019-2020,271566.48648648645
ps-sp,2020-2021,401302.70270270266
pwgsc-tpsgc,2018-2019,3465.004173553719
pwgsc-tpsgc,2019-2020,33747.38582644628
pwgsc-tpsgc,2020-2021,31136.25
rcmp-grc,2020-2021,26162.5
ssc-spc,2018-2019,281808.38296529965
ssc-spc,2019-2020,403278.56949371664
ssc-spc,2020-2021,281435.9475409836
tbs-sct,2017-2018,61947.234446130504
tbs-sct,2018-2019,149740.0037936267
tbs-sct,2019-2020,150150.25037936267
tbs-sct,2020-2021,149740.0037936267
