d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,18420.85,17975.06
1_facilities_and_construction,2020-2021,134807.15,128320.11
1_facilities_and_construction,2021-2022,28043.63,25810.84
11_defence,2018-2019,44227.50,44696.99
11_defence,2019-2020,266823.36,262279.37
11_defence,2020-2021,476929.41,453402.61
11_defence,2021-2022,462544.51,429499.11
2_professional_services,2017-2018,61947.23,63430.70
2_professional_services,2018-2019,200665.01,203515.75
2_professional_services,2019-2020,365177.54,360619.79
2_professional_services,2020-2021,961766.61,913557.83
2_professional_services,2021-2022,899640.14,834218.57
3_information_technology,2017-2018,216588.12,221734.26
3_information_technology,2018-2019,1017740.55,1032648.35
3_information_technology,2019-2020,810185.29,806688.47
3_information_technology,2020-2021,519084.02,493321.17
3_information_technology,2021-2022,817081.42,750087.57
9_human_capital,2018-2019,23569.88,23897.15
